age,income,gender_male,race_Non-Hispanic Asian,race_Non-Hispanic Black,race_Non-Hispanic White,race_Other Hispanic,race_Other Race,education_College graduate or above,education_High school graduate/GED or equivalent,education_Less than 9th grade,education_Some college or AA degree,marital_status_Never married,marital_status_Widowed/Divorced/Separated,num_meals_not_home,num_meals_fast_food,num_ready_foods_30_days,num_frozen_foods_30_days
38,1.02,1,0,0,1,0,0,0,1,0,0,0,0,2,1,0,12
63,1.96,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
28,1.2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,5,4
49,5.0,1,1,0,0,0,0,1,0,0,0,0,1,14,2,0,1
41,1.18,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0
44,5.0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,3,4
55,3.66,1,0,0,1,0,0,0,1,0,0,0,0,3,3,2,0
80,0.95,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1
39,4.43,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3,0
69,2.75,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
60,3.65,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0
80,1.48,0,0,0,1,0,0,0,0,0,1,0,0,1,0,6,0
80,1.6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2
31,1.7,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0
33,2.18,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
65,4.31,0,0,1,0,0,0,0,1,0,0,0,1,3,0,10,0
62,3.25,1,0,0,0,0,0,0,0,0,1,0,0,5,3,4,0
67,2.96,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0
27,3.4,1,1,0,0,0,0,1,0,0,0,1,0,7,6,0,0
35,2.57,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22,4.29,1,0,0,1,0,0,0,0,0,1,1,0,4,3,0,2
67,0.99,1,0,1,0,0,0,0,0,0,0,0,1,14,14,14,12
54,3.73,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
59,0.74,1,0,0,1,0,0,0,0,0,1,0,1,7,7,0,30
80,5.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
53,0.99,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
38,1.89,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
61,5.0,0,0,1,0,0,0,1,0,0,0,0,1,5,1,15,5
59,0.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2.96,0,0,0,1,0,0,0,1,0,0,0,1,3,3,0,8
25,1.36,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2
41,3.58,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
48,5.0,0,0,1,0,0,0,1,0,0,0,0,0,3,1,7,0
55,2.25,1,0,1,0,0,0,0,1,0,0,0,1,5,5,17,0
34,1.81,1,0,0,1,0,0,0,1,0,0,1,0,5,5,0,1
33,2.24,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
61,2.61,1,0,0,0,1,0,0,1,0,0,0,0,2,1,3,0
46,1.39,1,0,0,0,0,1,0,0,0,1,0,0,4,3,17,15
51,4.57,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
40,1.65,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
43,0.33,0,0,1,0,0,0,0,1,0,0,0,0,4,4,1,5
50,0.76,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
44,1.83,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
60,2.0,0,0,1,0,0,0,0,0,0,1,0,0,8,4,0,7
30,5.0,1,0,1,0,0,0,0,0,0,1,1,0,7,0,4,6
80,5.0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
63,4.25,0,0,1,0,0,0,0,0,0,1,0,1,2,2,0,8
80,0.99,1,0,1,0,0,0,0,0,1,0,0,1,2,1,2,1
51,2.79,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,5.0,1,0,0,1,0,0,0,0,0,1,0,0,4,4,0,0
56,0.38,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
29,3.76,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
57,0.67,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41,5.0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0
31,2.17,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,12
50,2.32,1,0,0,1,0,0,0,0,1,0,0,0,4,4,0,0
46,0.92,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
62,5.0,1,0,0,1,0,0,0,1,0,0,0,0,3,0,8,4
66,1.03,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
71,0.1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
24,4.57,1,1,0,0,0,0,1,0,0,0,1,0,2,0,0,1
71,0.96,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55,3.63,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0
22,2.96,0,0,0,0,1,0,0,0,0,1,1,0,2,1,0,0
55,1.1,1,0,0,0,1,0,0,0,0,0,0,0,4,4,0,0
46,3.85,0,1,0,0,0,0,0,0,0,1,0,0,3,2,1,0
21,0.12,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
64,0.95,0,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0
57,1.6,0,0,1,0,0,0,0,0,0,1,1,0,3,3,0,1
48,2.19,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2
75,1.66,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
68,1.73,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
62,5.0,0,0,0,0,0,1,1,0,0,0,0,1,5,1,1,0
32,0.58,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
31,0.73,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
41,1.61,0,0,0,1,0,0,0,0,0,0,0,0,2,0,4,0
35,1.82,1,0,0,0,1,0,0,0,1,0,0,0,5,5,0,0
58,0.41,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
23,0.97,0,0,1,0,0,0,1,0,0,0,1,0,0,0,8,0
44,4.52,0,1,0,0,0,0,0,0,0,1,0,0,3,0,2,0
34,0.8,1,0,1,0,0,0,1,0,0,0,0,0,3,3,4,2
80,1.38,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0
29,5.0,0,0,0,1,0,0,1,0,0,0,0,0,10,1,4,15
46,2.49,0,1,0,0,0,0,1,0,0,0,1,0,0,0,21,0
33,1.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,2.86,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0
38,1.45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,2.48,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
59,4.62,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
80,0.73,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0
41,3.66,0,0,0,1,0,0,0,0,0,1,0,0,3,2,0,4
76,1.18,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
39,1.24,1,0,0,1,0,0,0,0,0,1,0,0,2,1,0,4
63,2.44,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,2
80,1.34,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
60,1.48,1,0,1,0,0,0,0,0,0,1,1,0,14,3,5,0
51,2.33,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
26,2.43,0,1,0,0,0,0,0,0,0,1,0,0,4,2,0,0
39,4.22,1,0,0,1,0,0,1,0,0,0,0,0,4,2,0,0
39,5.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
29,2.89,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
24,2.61,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
65,5.0,0,0,1,0,0,0,1,0,0,0,0,1,4,1,0,0
26,0.58,1,0,1,0,0,0,0,1,0,0,0,1,2,2,2,0
72,1.08,1,0,0,0,1,0,0,0,0,1,0,1,4,4,8,4
64,5.0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,4
47,0.29,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
32,0.71,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0
69,3.7,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
47,0.21,1,0,0,0,0,0,0,0,0,1,0,1,10,5,0,35
74,1.16,0,0,0,1,0,0,0,1,0,0,0,1,5,5,3,6
43,5.0,1,0,1,0,0,0,0,0,0,1,0,0,5,2,0,0
52,5.0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0
43,0.12,0,0,0,0,0,1,0,1,0,0,0,1,2,1,0,0
75,1.09,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
80,5.0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
55,5.0,1,0,0,1,0,0,0,0,0,1,0,1,3,0,0,2
44,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,1.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0
56,4.0,1,0,0,1,0,0,0,0,0,1,0,1,3,0,4,0
71,1.73,1,0,0,1,0,0,0,0,0,1,0,0,2,2,2,1
79,3.55,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1
74,2.23,1,0,1,0,0,0,0,1,0,0,0,0,3,3,0,0
60,5.0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0
35,2.09,0,0,1,0,0,0,1,0,0,0,0,0,4,2,0,0
50,1.17,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0
80,4.08,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0
52,2.54,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
59,2.59,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
61,2.44,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
49,5.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24,2.98,1,0,0,0,1,0,0,1,0,0,0,0,7,4,21,1
66,2.26,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
36,0.28,0,0,1,0,0,0,0,0,0,0,0,0,8,8,8,4
53,1.24,0,0,1,0,0,0,0,0,0,1,0,1,1,0,2,0
48,5.0,1,0,0,1,0,0,0,0,0,1,0,0,16,0,1,1
51,4.66,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0
65,1.61,0,0,0,1,0,0,0,1,0,0,0,1,0,0,5,20
80,1.11,1,0,0,1,0,0,0,0,0,0,0,1,3,0,12,0
69,1.15,1,0,0,0,0,0,0,0,1,0,0,1,3,3,0,0
75,5.0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,4,0
53,1.04,0,0,1,0,0,0,0,0,0,1,0,1,4,2,1,0
65,1.25,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2
50,5.0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0
69,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2.32,1,0,0,1,0,0,1,0,0,0,0,0,10,0,0,0
28,3.25,0,0,0,1,0,0,0,0,0,1,0,0,10,7,15,5
47,4.72,1,1,0,0,0,0,0,1,0,0,0,0,5,5,0,0
56,3.95,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0
72,1.24,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,30
63,5.0,1,0,0,1,0,0,0,1,0,0,0,0,2,1,0,1
26,4.61,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0
57,1.22,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
64,0.71,1,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0
28,2.11,1,0,0,1,0,0,0,1,0,0,0,0,5,5,20,15
39,2.77,1,0,0,1,0,0,0,0,1,0,0,0,1,1,5,3
51,2.54,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0
35,5.0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,0
72,2.06,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,30
47,0.04,1,0,0,0,0,0,0,0,0,0,1,0,14,3,0,0
28,0.78,0,0,0,1,0,0,0,1,0,0,1,0,5,2,3,6
54,5.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,28,0
39,3.85,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
54,5.0,0,1,0,0,0,0,1,0,0,0,0,0,21,14,2,1
59,3.13,0,0,0,1,0,0,0,1,0,0,0,0,2,2,0,3
73,1.7,0,0,0,1,0,0,0,0,0,1,0,0,2,1,1,0
62,0.56,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
33,1.65,1,0,0,1,0,0,0,1,0,0,1,0,2,0,4,3
46,1.02,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
58,1.83,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
65,1.66,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
61,4.19,0,0,0,0,0,0,0,1,0,0,0,0,3,1,4,0
57,3.11,0,0,1,0,0,0,0,1,0,0,0,1,6,3,17,0
38,1.28,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,4
56,3.32,0,0,1,0,0,0,0,0,0,1,1,0,3,3,4,0
43,5.0,1,0,1,0,0,0,1,0,0,0,0,0,4,4,0,0
80,5.0,1,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0
49,2.24,0,0,1,0,0,0,0,1,0,0,0,0,5,5,0,0
53,0.76,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,2
54,0.92,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
73,1.49,1,0,0,1,0,0,0,0,0,1,0,1,3,0,2,2
60,0.45,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
80,4.37,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0
30,5.0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0
80,2.8,1,0,0,1,0,0,0,0,0,1,0,1,3,2,2,4
60,2.02,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
70,5.0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0
48,2.44,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0
60,1.32,0,0,1,0,0,0,0,0,0,1,0,1,2,2,0,3
59,0.88,1,0,0,1,0,0,0,1,0,0,1,0,3,3,15,17
51,0.0,1,0,1,0,0,0,0,1,0,0,1,0,2,1,0,2
49,5.0,1,0,0,1,0,0,0,0,0,1,0,0,3,1,12,0
22,3.88,1,0,1,0,0,0,0,0,0,0,1,0,5,3,4,2
30,0.61,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1,0
43,0.04,0,0,1,0,0,0,0,0,0,0,1,0,5,5,0,1
62,2.48,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
48,1.55,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
38,0.6,1,0,1,0,0,0,0,1,0,0,0,0,1,1,2,2
32,2.28,0,0,1,0,0,0,0,0,0,1,1,0,3,2,0,0
40,5.0,0,0,0,1,0,0,1,0,0,0,0,0,7,0,0,0
34,1.98,0,0,1,0,0,0,0,0,0,1,0,1,3,3,0,0
51,5.0,1,0,0,1,0,0,0,1,0,0,0,0,4,1,0,0
27,2.99,0,0,1,0,0,0,1,0,0,0,0,0,3,1,0,0
62,0.65,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2
25,1.2,1,1,0,0,0,0,0,0,0,1,1,0,7,1,0,0
65,5.0,1,0,0,1,0,0,0,1,0,0,0,1,3,0,2,0
44,0.1,0,0,0,0,1,0,0,0,0,0,0,1,7,7,0,0
75,2.12,0,0,0,1,0,0,0,0,0,1,0,1,1,1,5,0
53,0.89,1,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0
50,2.98,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
55,3.82,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0
48,0.87,1,0,0,1,0,0,0,0,0,1,0,1,4,1,0,0
61,2.15,1,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0
39,3.47,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
52,3.04,1,1,0,0,0,0,0,1,0,0,0,0,4,4,0,0
59,3.39,0,0,0,1,0,0,0,0,0,1,0,0,4,4,5,25
29,0.09,0,0,1,0,0,0,0,0,0,1,1,0,15,15,0,0
65,0.93,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
69,5.0,1,0,0,1,0,0,1,0,0,0,0,0,8,1,0,2
34,0.43,1,0,0,1,0,0,0,1,0,0,0,0,3,1,10,5
25,1.49,0,0,0,0,1,0,0,1,0,0,0,0,15,15,6,0
52,1.04,1,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0
48,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
24,2.94,1,1,0,0,0,0,0,0,0,1,1,0,6,1,0,0
58,2.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
76,5.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,1
60,3.67,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,10
21,1.22,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
74,1.97,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
71,5.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
47,5.0,0,1,0,0,0,0,1,0,0,0,0,0,7,0,0,0
63,5.0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3,0
47,5.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
32,1.07,0,0,0,0,0,0,1,0,0,0,0,1,2,1,3,0
29,3.05,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
28,1.82,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
38,4.25,0,0,0,1,0,0,0,0,0,1,0,0,7,7,4,0
42,4.0,1,0,0,1,0,0,0,0,0,1,0,1,21,0,30,4
36,2.69,1,0,0,0,1,0,0,0,0,1,0,0,4,1,20,15
68,0.52,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,15
47,0.75,0,0,0,0,1,0,0,0,0,0,1,0,3,1,0,0
40,3.4,0,0,0,0,0,0,0,0,0,1,0,1,10,2,0,0
61,1.29,0,0,1,0,0,0,0,0,0,1,0,1,3,2,0,5
43,0.68,1,0,0,0,1,0,0,0,0,1,0,0,2,2,2,4
31,2.28,0,1,0,0,0,0,0,0,0,1,1,0,7,1,0,0
65,5.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
38,4.41,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2
34,4.56,1,0,0,1,0,0,1,0,0,0,1,0,10,5,0,0
37,0.64,0,0,0,1,0,0,1,0,0,0,0,0,4,1,0,2
43,0.94,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,2
70,2.99,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
45,0.1,0,0,0,0,1,0,0,1,0,0,0,0,4,0,5,5
41,0.56,0,0,0,0,0,0,0,0,1,0,0,0,2,2,3,0
61,3.48,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
80,1.41,0,0,0,1,0,0,0,1,0,0,0,1,3,0,0,0
64,0.56,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
67,5.0,1,0,0,1,0,0,1,0,0,0,0,0,6,2,0,0
54,4.74,1,0,0,1,0,0,0,0,0,1,0,0,5,5,0,3
80,5.0,1,0,0,1,0,0,1,0,0,0,0,0,3,1,2,0
43,1.06,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0
41,2.29,0,0,0,0,0,1,0,0,0,0,0,1,7,7,0,0
75,2.4,0,0,0,1,0,0,0,1,0,0,0,1,4,0,2,12
77,5.0,0,0,0,1,0,0,1,0,0,0,0,0,7,1,2,0
24,3.19,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,5
65,0.92,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
29,5.0,1,0,0,1,0,0,0,0,0,1,0,1,14,7,10,2
60,5.0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,2,0
33,2.02,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
27,5.0,1,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0
80,1.16,0,0,0,1,0,0,0,0,0,1,0,1,2,2,0,5
52,0.96,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0
77,5.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
58,3.65,1,1,0,0,0,0,0,0,0,1,0,0,2,2,4,0
74,2.16,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
55,5.0,1,1,0,0,0,0,1,0,0,0,0,0,9,9,10,10
71,0.89,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
33,2.36,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,3
80,2.71,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3
34,0.33,0,0,1,0,0,0,0,0,0,1,1,0,2,2,0,1
37,2.99,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
45,1.15,0,0,0,1,0,0,0,1,0,0,0,0,2,2,1,0
76,2.12,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2
80,2.04,0,0,0,0,1,0,0,0,1,0,0,1,1,1,2,0
48,0.4,0,0,1,0,0,0,0,0,0,1,0,1,7,3,2,0
56,3.11,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0
61,1.89,1,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0
62,1.28,0,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0
61,2.07,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
51,5.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
23,0.45,1,0,0,0,1,0,0,0,0,1,1,0,2,1,2,1
80,4.25,0,0,0,1,0,0,1,0,0,0,0,0,5,0,8,8
39,4.81,1,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0
65,1.37,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
42,2.34,0,0,1,0,0,0,0,0,0,1,1,0,2,2,0,0
43,0.59,0,0,0,1,0,0,0,1,0,0,1,0,2,1,0,1
80,5.0,1,0,0,1,0,0,1,0,0,0,0,1,3,1,8,2
28,3.4,1,0,1,0,0,0,1,0,0,0,1,0,15,1,60,0
34,1.06,1,0,0,1,0,0,0,0,0,1,0,0,3,3,0,2
23,3.11,0,0,0,1,0,0,0,0,0,1,0,0,3,3,1,2
70,4.23,1,0,1,0,0,0,0,0,0,1,0,1,4,4,1,2
55,4.91,0,0,1,0,0,0,1,0,0,0,0,0,3,3,0,10
80,4.31,1,0,0,1,0,0,1,0,0,0,0,1,7,1,0,2
47,5.0,1,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0
39,5.0,0,0,0,1,0,0,1,0,0,0,0,0,7,1,3,1
59,2.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,4
80,5.0,1,0,0,1,0,0,1,0,0,0,0,0,4,1,8,4
34,3.28,0,1,0,0,0,0,1,0,0,0,1,0,2,1,20,1
69,3.2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,10
56,0.0,0,0,0,1,0,0,0,0,0,1,1,0,2,2,0,0
66,3.52,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
42,5.0,1,0,0,1,0,0,1,0,0,0,0,0,6,0,0,1
26,1.94,1,0,0,0,0,0,0,0,0,1,1,0,2,1,2,0
37,5.0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,2,0
67,3.6,1,0,0,1,0,0,0,0,0,1,0,0,3,0,0,4
68,3.73,0,0,1,0,0,0,1,0,0,0,0,1,4,4,8,0
65,1.72,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
80,4.43,0,0,0,1,0,0,0,0,0,1,0,0,5,0,1,3
38,2.67,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
56,0.62,1,0,0,1,0,0,0,1,0,0,0,1,4,2,0,2
31,1.52,0,0,1,0,0,0,0,0,0,1,0,0,1,1,3,0
41,3.92,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
71,0.82,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,6
80,1.58,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0
80,2.44,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
64,2.43,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
78,1.17,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
27,3.92,1,0,1,0,0,0,1,0,0,0,1,0,3,0,0,0
58,2.14,1,0,1,0,0,0,0,0,0,0,1,0,3,0,2,1
21,5.0,1,0,0,1,0,0,1,0,0,0,1,0,5,1,0,0
32,1.98,1,0,0,1,0,0,0,1,0,0,1,0,10,6,1,3
63,0.76,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
80,2.64,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
65,0.9,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
35,2.4,1,0,0,0,0,0,1,0,0,0,0,0,3,2,3,0
50,3.48,1,0,1,0,0,0,0,1,0,0,1,0,2,1,0,0
62,0.74,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
59,4.14,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
80,1.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
67,2.54,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
42,5.0,1,0,0,1,0,0,1,0,0,0,0,0,9,6,0,0
68,0.98,1,0,0,0,1,0,0,0,1,0,0,1,7,5,0,0
38,1.19,0,0,0,1,0,0,0,0,0,1,0,0,3,3,1,0
54,0.94,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
20,4.74,1,0,0,1,0,0,0,1,0,0,1,0,3,0,20,2
35,4.09,0,1,0,0,0,0,0,1,0,0,0,0,4,4,1,0
57,2.49,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2,0
72,1.03,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
33,1.21,1,0,0,1,0,0,0,1,0,0,0,0,7,7,0,15
78,3.08,1,0,0,1,0,0,0,1,0,0,0,0,4,2,2,0
44,4.32,0,0,1,0,0,0,1,0,0,0,0,0,4,4,0,0
31,1.77,0,0,1,0,0,0,0,0,0,1,0,1,2,1,0,0
57,2.55,1,0,0,0,0,0,0,0,1,0,0,1,5,5,0,0
25,0.51,1,0,0,1,0,0,0,0,0,0,0,0,2,2,5,2
65,1.54,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,2
52,0.43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80,2.08,0,0,0,1,0,0,0,1,0,0,0,1,6,2,3,4
48,1.66,0,0,0,1,0,0,0,0,0,1,1,0,6,6,8,17
76,0.89,1,0,0,0,0,1,0,0,0,0,0,0,5,2,1,2
39,0.78,0,0,1,0,0,0,1,0,0,0,0,1,2,1,0,0
64,0.82,0,0,1,0,0,0,0,0,0,1,0,1,2,2,0,0
55,0.96,0,0,1,0,0,0,0,0,0,1,0,1,1,1,2,0
71,3.11,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
54,4.16,0,0,0,0,0,0,0,1,0,0,0,1,5,1,20,1
