age,income,gender_male,race_Non-Hispanic Asian,race_Non-Hispanic Black,race_Non-Hispanic White,race_Other Hispanic,race_Other Race,education_College graduate or above,education_High school graduate/GED or equivalent,education_Less than 9th grade,education_Some college or AA degree,marital_status_Never married,marital_status_Widowed/Divorced/Separated,num_meals_not_home,num_meals_fast_food,num_ready_foods_30_days,num_frozen_foods_30_days
34,5.0,1,0,0,1,0,0,0,0,0,1,1,0,2,1,0,0
26,0.76,0,0,0,1,0,0,0,0,0,0,0,0,5,5,3,4
67,1.4,0,0,0,0,1,0,0,0,1,0,1,0,2,2,0,4
74,5.0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1,2
74,1.37,1,0,0,1,0,0,0,1,0,0,0,1,2,1,0,4
64,1.18,0,0,0,0,0,1,0,1,0,0,0,1,2,2,1,0
38,0.68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34,2.39,0,1,0,0,0,0,1,0,0,0,1,0,7,3,0,9
26,0.59,0,0,0,0,0,0,0,1,0,0,0,0,4,4,1,0
68,5.0,1,0,0,1,0,0,1,0,0,0,0,0,3,2,5,1
45,1.18,1,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0
51,5.0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0
67,5.0,1,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0
62,2.11,0,0,1,0,0,0,1,0,0,0,1,0,7,3,15,0
62,5.0,1,0,1,0,0,0,1,0,0,0,0,1,5,3,0,0
33,1.32,1,0,0,1,0,0,0,0,0,1,0,0,8,4,0,1
22,1.2,0,0,0,1,0,0,1,0,0,0,1,0,14,0,1,0
56,0.99,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
80,5.0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,8,17
76,3.29,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,17
55,3.48,0,0,0,1,0,0,0,0,0,1,0,0,7,1,0,0
40,1.38,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,0
62,0.25,1,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0
24,1.06,0,0,1,0,0,0,0,1,0,0,1,0,3,3,1,8
37,1.39,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2
63,1.06,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
50,1.6,1,0,1,0,0,0,1,0,0,0,1,0,6,3,0,0
28,3.05,0,0,1,0,0,0,0,0,0,1,0,0,5,5,1,5
68,1.06,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
49,5.0,0,0,1,0,0,0,1,0,0,0,0,1,14,0,17,0
60,4.17,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
21,5.0,0,1,0,0,0,0,0,0,0,1,1,0,2,1,0,0
67,0.96,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0
60,0.81,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0
59,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2,1
26,3.69,0,0,0,1,0,0,0,0,0,1,0,0,18,5,0,4
30,0.8,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0
32,1.74,0,0,1,0,0,0,0,1,0,0,0,0,2,2,0,2
30,4.14,0,0,0,0,1,0,0,0,0,1,0,0,17,17,15,6
29,0.78,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5
65,0.96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22,1.54,1,0,1,0,0,0,0,0,0,0,1,0,3,3,0,10
55,2.73,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
63,2.16,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0
63,5.0,1,1,0,0,0,0,1,0,0,0,0,0,7,0,0,0
26,4.16,1,0,1,0,0,0,0,1,0,0,1,0,4,3,0,0
21,4.74,0,0,0,0,1,0,1,0,0,0,1,0,14,7,0,0
47,4.85,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0
66,2.03,1,0,0,1,0,0,0,0,0,0,0,0,3,3,1,0
58,5.0,0,0,0,0,1,0,1,0,0,0,0,0,4,1,0,1
22,3.79,1,0,0,0,0,0,0,0,0,1,1,0,14,14,0,0
46,5.0,1,1,0,0,0,0,0,0,0,1,0,0,5,2,0,0
37,1.29,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
57,0.79,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
31,1.05,1,0,1,0,0,0,0,1,0,0,1,0,10,10,2,2
51,2.8,0,0,1,0,0,0,0,0,0,1,0,0,4,1,7,2
60,0.73,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
45,1.13,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0
80,1.91,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
27,1.6,1,1,0,0,0,0,0,0,0,0,0,0,6,0,12,0
80,1.78,0,0,0,1,0,0,0,1,0,0,0,1,1,0,6,0
73,4.07,0,0,1,0,0,0,0,1,0,0,0,1,2,2,0,17
51,5.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
38,0.85,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
20,0.94,0,0,0,1,0,0,0,0,1,0,1,0,3,2,0,4
63,4.29,0,0,0,1,0,0,0,0,0,1,0,0,5,2,2,0
22,1.32,1,0,0,0,0,0,0,1,0,0,0,1,7,3,8,5
36,2.03,1,0,0,1,0,0,0,0,0,1,1,0,10,1,0,10
29,4.81,0,1,0,0,0,0,0,1,0,0,0,0,3,3,0,0
80,5.0,0,0,1,0,0,0,1,0,0,0,0,0,14,0,2,0
80,1.69,0,0,0,1,0,0,0,1,0,0,0,1,2,2,2,0
62,1.54,0,0,1,0,0,0,0,0,1,0,0,1,5,5,0,0
31,2.07,0,0,1,0,0,0,0,1,0,0,1,0,2,2,0,10
60,2.07,0,0,0,1,0,0,0,0,0,1,0,1,7,0,5,0
41,5.0,1,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0
67,2.47,1,0,0,1,0,0,0,1,0,0,0,1,3,0,0,0
27,2.94,0,1,0,0,0,0,0,0,0,1,1,0,5,4,0,0
52,4.0,0,0,1,0,0,0,0,1,0,0,0,0,7,7,0,0
80,2.96,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
61,0.74,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
46,5.0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0
25,2.03,0,0,0,1,0,0,0,0,0,1,0,0,4,2,0,0
23,2.8,1,0,0,1,0,0,1,0,0,0,1,0,10,2,2,10
80,2.31,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10
56,0.8,1,0,0,0,1,0,0,1,0,0,0,1,3,1,0,0
68,1.7,1,0,0,1,0,0,0,1,0,0,0,0,2,1,1,0
30,0.29,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
29,4.22,0,0,1,0,0,0,1,0,0,0,0,0,3,3,0,5
26,4.39,1,0,0,1,0,0,1,0,0,0,1,0,6,0,6,0
68,5.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
66,0.92,0,0,1,0,0,0,0,0,0,1,1,0,2,1,0,2
42,0.84,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,4
64,2.08,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
72,1.91,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0
40,1.45,1,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0
79,2.31,1,0,0,1,0,0,0,1,0,0,0,0,2,2,0,0
25,0.73,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
43,3.73,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0
56,5.0,1,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0
42,2.09,1,0,0,1,0,0,0,0,0,1,0,0,2,2,0,5
79,1.88,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1
52,0.29,1,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0
35,1.82,0,0,0,1,0,0,0,1,0,0,0,0,2,2,0,2
20,2.46,1,0,0,1,0,0,0,0,0,0,1,0,3,3,4,2
73,3.65,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4
74,2.13,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
80,1.26,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
71,3.65,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4
27,0.73,1,0,0,0,0,1,0,0,0,1,0,0,3,2,20,10
37,0.89,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0
80,5.0,1,0,0,1,0,0,1,0,0,0,0,0,5,0,2,0
50,5.0,0,0,0,1,0,0,0,0,0,1,0,0,16,1,10,5
23,2.55,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,0
33,3.88,1,0,0,0,1,0,0,1,0,0,0,0,2,2,4,4
63,4.31,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1
61,2.95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36,1.12,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
46,1.43,0,1,0,0,0,0,0,0,1,0,0,0,3,3,1,0
52,4.93,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0
46,4.15,1,0,0,1,0,0,0,0,0,1,0,0,6,1,2,0
53,1.41,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0
33,5.0,1,0,0,1,0,0,1,0,0,0,0,0,11,5,0,4
58,0.0,1,0,0,1,0,0,0,0,0,0,0,0,5,5,0,2
43,4.07,1,1,0,0,0,0,0,0,0,1,1,0,10,10,0,0
42,2.96,0,0,1,0,0,0,0,0,0,1,0,1,14,2,3,4
26,2.74,1,0,1,0,0,0,1,0,0,0,1,0,3,2,20,12
77,5.0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,2,0
75,1.19,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,3
33,5.0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,4,8
54,4.34,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,2
70,1.25,1,0,0,0,0,0,1,0,0,0,0,0,15,3,0,0
60,1.79,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
61,4.19,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
65,0.88,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
66,1.34,1,0,0,0,0,1,0,1,0,0,0,1,1,1,2,1
72,5.0,0,0,0,1,0,0,1,0,0,0,0,1,7,2,15,0
31,4.09,1,0,0,1,0,0,0,0,0,1,0,0,2,1,2,6
80,1.92,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
45,2.3,1,0,0,0,1,0,0,1,0,0,0,0,4,4,0,0
20,1.35,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66,2.42,1,0,0,0,0,0,0,1,0,0,1,0,2,2,0,4
80,1.94,0,0,0,1,0,0,1,0,0,0,0,1,2,0,12,30
48,3.85,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
58,1.28,0,0,0,1,0,0,0,0,0,0,0,1,12,4,10,20
45,2.79,1,0,0,0,0,0,0,1,0,0,0,0,3,3,0,8
37,2.19,0,0,0,1,0,0,0,0,0,1,1,0,6,5,0,20
39,5.0,1,1,0,0,0,0,1,0,0,0,0,0,21,0,2,0
64,2.66,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0
29,5.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
80,5.0,0,0,0,1,0,0,0,1,0,0,0,1,2,1,0,30
35,1.82,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0
67,1.04,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1
24,1.83,0,0,0,1,0,0,0,1,0,0,1,0,2,1,0,2
47,0.88,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47,0.0,0,0,1,0,0,0,0,0,0,1,0,0,5,5,0,0
58,1.73,1,0,0,0,0,0,0,1,0,0,0,1,3,0,8,0
61,5.0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,8,1
55,5.0,1,0,0,1,0,0,0,1,0,0,0,0,16,5,0,0
62,1.11,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4,0
26,1.58,1,1,0,0,0,0,1,0,0,0,0,0,2,0,12,0
36,1.99,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
57,0.0,0,1,0,0,0,0,0,1,0,0,1,0,5,5,0,0
24,4.73,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,5
55,5.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80,0.8,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0
34,1.96,1,0,0,1,0,0,0,0,0,0,0,1,4,1,4,5
50,1.87,1,0,1,0,0,0,0,0,0,1,0,0,2,2,15,0
80,5.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
33,4.66,0,0,0,1,0,0,0,0,0,1,0,0,2,2,1,2
47,1.83,0,0,1,0,0,0,1,0,0,0,0,1,5,5,0,0
36,1.23,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
62,4.73,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0
58,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
25,0.66,1,0,1,0,0,0,0,1,0,0,0,0,4,4,7,12
71,2.32,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
45,5.0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,10,0
24,2.49,0,1,0,0,0,0,1,0,0,0,0,0,7,1,2,4
63,0.62,0,0,0,1,0,0,0,1,0,0,0,1,4,4,0,15
23,1.24,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
25,4.68,1,0,0,1,0,0,0,1,0,0,1,0,4,1,3,5
39,1.61,1,0,0,1,0,0,1,0,0,0,0,0,2,2,4,0
61,0.92,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,8
27,1.12,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0
57,5.0,1,1,0,0,0,0,1,0,0,0,0,0,5,0,3,0
43,1.06,1,0,0,1,0,0,0,1,0,0,0,0,3,3,2,1
48,4.27,1,0,1,0,0,0,0,0,0,1,0,0,10,0,8,0
73,0.91,1,0,0,0,0,0,0,0,1,0,0,0,3,3,2,0
30,3.73,0,0,0,0,0,1,1,0,0,0,1,0,4,2,8,2
38,1.02,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37,2.74,1,0,0,0,1,0,1,0,0,0,1,0,7,3,6,2
80,2.46,1,0,0,1,0,0,0,0,0,1,0,0,5,4,0,5
47,2.52,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7
51,3.88,1,1,0,0,0,0,1,0,0,0,0,0,4,0,4,0
72,3.32,0,0,1,0,0,0,0,0,0,1,0,1,1,0,90,0
38,0.12,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
41,5.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7
80,0.77,1,0,0,1,0,0,0,0,0,0,0,0,2,0,3,1
26,3.32,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
68,0.68,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2
74,1.82,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1
50,3.65,1,0,0,1,0,0,1,0,0,0,0,0,3,1,4,0
55,1.07,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
63,0.72,0,0,0,1,0,0,0,0,0,1,1,0,3,2,0,0
21,2.52,0,1,0,0,0,0,0,0,0,1,1,0,3,1,0,0
41,3.25,1,0,1,0,0,0,0,1,0,0,0,1,3,3,0,4
29,5.0,1,0,0,1,0,0,0,0,0,1,0,0,15,0,10,15
60,5.0,1,1,0,0,0,0,1,0,0,0,0,0,3,3,2,0
61,2.65,1,0,0,1,0,0,0,1,0,0,0,0,10,5,0,2
80,1.58,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
49,4.8,0,0,0,1,0,0,1,0,0,0,0,1,2,0,4,0
21,3.4,1,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0
80,1.95,1,0,0,0,1,0,0,1,0,0,0,0,7,7,0,2
25,2.21,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
64,1.92,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25,3.85,0,0,0,0,0,1,0,0,0,1,0,0,5,1,0,6
58,2.8,0,0,0,1,0,0,0,0,0,1,0,0,12,12,8,0
23,4.34,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0
66,0.64,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,4
36,0.28,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
67,1.99,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
53,5.0,1,0,0,0,0,0,0,1,0,0,0,0,3,3,8,0
69,0.99,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
21,3.44,1,0,0,1,0,0,0,0,0,1,0,0,4,4,1,1
50,2.88,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
71,2.07,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1
25,3.55,0,0,1,0,0,0,1,0,0,0,0,0,3,3,0,3
24,1.32,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0
35,4.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,3.43,1,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0
45,1.14,0,0,0,1,0,0,0,0,0,1,0,0,7,0,0,0
55,1.69,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
28,0.73,0,0,0,0,1,0,0,0,0,0,0,0,2,0,8,0
32,0.61,0,0,1,0,0,0,0,0,0,0,1,0,5,3,17,0
40,0.56,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32,0.18,0,0,0,0,1,0,0,0,1,0,1,0,5,5,8,25
20,4.9,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
71,1.04,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
49,3.55,1,0,0,1,0,0,0,0,0,1,0,0,5,5,8,0
54,2.02,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3
60,5.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
35,1.03,0,0,0,1,0,0,0,1,0,0,1,0,2,2,0,8
51,1.77,0,1,0,0,0,0,1,0,0,0,0,0,4,0,4,0
36,2.39,1,0,0,0,1,0,1,0,0,0,0,0,2,0,4,0
66,1.39,0,0,0,1,0,0,0,1,0,0,0,1,2,2,0,4
70,1.36,0,0,1,0,0,0,0,1,0,0,0,1,3,3,2,0
80,2.19,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1
42,3.88,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0
31,2.48,0,0,0,0,0,1,1,0,0,0,0,0,3,2,10,4
80,0.09,1,0,0,1,0,0,0,0,0,1,0,1,2,2,0,1
59,0.96,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
42,1.72,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,30
62,4.25,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0
57,5.0,1,0,0,1,0,0,0,0,0,1,0,0,3,2,0,4
80,5.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,0
41,0.34,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
58,5.0,0,0,0,1,0,0,1,0,0,0,0,0,6,1,0,0
51,0.67,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
67,5.0,1,0,1,0,0,0,1,0,0,0,0,0,14,7,0,0
78,1.97,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,2
70,5.0,0,0,0,0,1,0,1,0,0,0,0,0,5,3,0,1
63,2.19,0,0,0,1,0,0,0,1,0,0,0,0,3,3,5,1
49,5.0,0,1,0,0,0,0,0,0,0,1,0,0,21,2,0,2
51,4.72,0,1,0,0,0,0,1,0,0,0,0,0,2,2,1,0
61,0.92,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
52,5.0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,4,0
58,5.0,0,0,0,1,0,0,0,0,0,0,0,0,7,5,0,0
37,0.09,0,0,0,1,0,0,0,0,0,0,0,1,4,4,0,0
80,2.44,1,0,0,1,0,0,0,0,1,0,0,1,7,0,10,24
69,5.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0
71,1.2,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
62,0.83,1,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0
74,1.92,0,0,0,1,0,0,0,0,0,1,0,0,12,2,30,0
67,1.2,0,0,1,0,0,0,0,1,0,0,0,1,5,2,0,0
47,5.0,1,0,0,1,0,0,1,0,0,0,0,0,5,1,3,0
28,1.24,1,1,0,0,0,0,1,0,0,0,1,0,5,2,0,12
73,2.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,3
60,0.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
40,4.34,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10
64,1.72,1,0,0,0,0,0,0,0,1,0,0,0,14,2,1,0
69,3.69,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0
69,5.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
65,4.62,0,0,0,1,0,0,0,0,0,1,0,0,4,0,3,0
73,1.01,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1,1
33,1.49,1,0,0,1,0,0,0,0,0,1,1,0,15,2,4,0
49,1.37,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,30
38,0.52,1,0,1,0,0,0,0,1,0,0,0,0,2,2,3,6
70,1.75,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,12
49,5.0,1,0,1,0,0,0,1,0,0,0,0,1,4,1,0,0
63,1.39,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36,0.99,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,14
31,2.65,1,0,0,0,1,0,1,0,0,0,1,0,3,0,0,0
55,2.94,0,1,0,0,0,0,0,0,0,1,0,0,10,3,20,5
58,1.83,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1
41,0.9,0,0,0,0,0,0,0,0,0,1,0,0,10,7,10,0
77,0.85,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4
34,4.66,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,10
41,2.44,1,0,0,1,0,0,0,0,1,0,0,0,5,5,0,4
80,4.4,1,0,0,1,0,0,0,0,0,1,0,1,15,3,4,10
66,1.62,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,3
62,5.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
57,0.94,1,0,0,1,0,0,0,0,1,0,1,0,3,3,8,12
55,5.0,1,1,0,0,0,0,1,0,0,0,0,1,4,0,3,0
22,2.55,0,0,0,0,0,1,0,0,0,1,1,0,14,3,0,0
31,1.17,0,0,1,0,0,0,0,0,0,1,1,0,3,3,0,0
67,0.85,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
36,2.2,0,0,1,0,0,0,1,0,0,0,1,0,5,5,1,0
47,0.01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51,0.92,1,0,0,1,0,0,0,1,0,0,0,1,2,2,0,2
43,1.14,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
39,4.9,0,0,1,0,0,0,1,0,0,0,0,0,3,3,0,0
36,0.84,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2
77,1.81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
71,2.71,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
35,2.52,1,0,0,0,0,0,0,1,0,0,0,0,7,7,2,1
21,1.63,1,0,1,0,0,0,0,1,0,0,1,0,4,4,10,0
60,5.0,1,0,0,1,0,0,1,0,0,0,0,0,15,0,0,4
77,0.62,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
27,1.15,0,0,0,0,0,0,0,0,1,0,1,0,3,3,0,0
43,1.22,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
67,1.36,0,0,0,1,0,0,0,0,0,0,0,1,3,3,2,2
66,5.0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,2
44,5.0,1,0,0,0,0,0,1,0,0,0,0,0,7,0,30,2
66,1.62,1,0,0,1,0,0,0,0,0,1,0,0,3,1,2,3
33,3.84,1,0,0,1,0,0,0,0,0,1,0,1,4,1,2,10
35,4.14,1,0,0,1,0,0,0,0,0,1,0,0,3,1,0,2
72,1.14,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
43,2.8,1,0,0,0,1,0,0,0,1,0,1,0,19,2,0,0
53,5.0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
41,0.82,1,0,0,0,1,0,0,1,0,0,0,0,7,5,4,0
66,1.19,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
62,3.12,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0
74,1.52,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0
63,1.22,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
63,1.6,1,0,0,1,0,0,0,1,0,0,0,0,7,2,0,2
57,1.94,1,0,1,0,0,0,0,0,0,1,0,1,7,2,0,0
75,1.88,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
28,2.4,0,0,1,0,0,0,0,0,0,1,1,0,12,12,3,2
80,5.0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,4,10
65,2.92,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
45,2.61,0,0,0,1,0,0,0,0,0,1,0,0,6,5,0,0
34,1.78,1,0,0,1,0,0,0,1,0,0,1,0,7,7,0,0
56,2.49,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
70,2.04,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4
62,1.84,1,0,1,0,0,0,0,0,0,0,0,0,3,0,5,5
52,3.25,0,0,0,0,0,0,1,0,0,0,1,0,14,10,2,1
75,5.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
70,5.0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0
40,3.42,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,2
30,2.3,0,0,0,1,0,0,1,0,0,0,0,0,10,6,2,2
66,5.0,0,0,0,1,0,0,0,1,0,0,0,0,7,4,0,1
73,5.0,1,0,0,1,0,0,0,0,0,1,0,1,2,0,5,0
26,5.0,1,1,0,0,0,0,1,0,0,0,1,0,4,1,3,0
77,3.08,1,0,1,0,0,0,0,1,0,0,0,0,4,1,0,0
50,5.0,1,0,0,0,1,0,0,0,0,1,0,0,6,1,0,0
25,0.56,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
80,2.0,1,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0
68,3.34,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
25,1.02,0,0,1,0,0,0,0,0,0,1,0,0,3,3,0,0
33,0.82,0,0,0,0,0,1,0,0,0,1,1,0,3,2,0,0
32,1.73,0,0,0,1,0,0,0,1,0,0,0,1,7,2,4,4
27,3.25,0,0,1,0,0,0,0,0,0,1,1,0,3,3,4,0
35,1.29,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
63,1.42,0,0,1,0,0,0,0,0,0,1,0,1,6,0,2,0
