age,income,gender_male,education,race_Non-Hispanic Asian,race_Non-Hispanic Black,race_Non-Hispanic White,race_Other Hispanic,race_Other Race,marital_status_Never married,marital_status_Widowed/Divorced/Separated,num_meals_not_home,num_meals_fast_food,num_ready_foods_30_days,num_frozen_foods_30_days,num_home_cook
0.55,0.266,0,0.5,0,1,0,0,0,1,0,0.0,0.0,0.0,0.07777777777777778,0.9222222222222223
0.9833333333333333,0.186,1,0.5,0,0,1,0,0,0,1,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
0.7,0.40800000000000003,0,0.5,0,0,1,0,0,0,1,0.047619047619047616,0.0,0.0,0.011111111111111112,0.9412698412698413
0.08333333333333333,1.0,1,1.0,1,0,0,0,0,1,0,0.047619047619047616,0.047619047619047616,0.011111111111111112,0.022222222222222223,0.8714285714285713
0.7166666666666667,0.15,1,0.5,0,1,0,0,0,0,1,0.23809523809523808,0.0,0.0,0.0,0.7619047619047619
0.3333333333333333,0.5940000000000001,0,0.75,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0
0.7166666666666667,1.0,0,1.0,0,1,0,0,0,0,0,0.23809523809523808,0.047619047619047616,0.0,0.0,0.7142857142857142
0.5833333333333334,0.32799999999999996,1,0.25,0,1,0,0,0,0,1,0.09523809523809523,0.047619047619047616,0.0,0.0,0.8571428571428571
0.6666666666666666,0.638,1,0.5,0,0,0,0,0,0,0,0.42857142857142855,0.42857142857142855,0.0,0.0,0.1428571428571429
0.11666666666666667,0.0,0,0.75,0,1,0,0,0,1,0,0.047619047619047616,0.0,0.011111111111111112,0.0,0.9412698412698413
1.0,0.47400000000000003,1,0.25,0,0,0,0,1,0,0,0.14285714285714285,0.09523809523809523,0.0,0.0,0.7619047619047619
0.85,0.366,1,0.5,0,0,1,0,0,0,0,0.09523809523809523,0.09523809523809523,0.0,0.03333333333333333,0.7761904761904762
0.36666666666666664,0.11599999999999999,0,0.25,0,0,1,0,0,0,1,0.047619047619047616,0.047619047619047616,0.0,0.1111111111111111,0.7936507936507935
0.7333333333333333,0.6,1,0.75,0,1,0,0,0,0,1,0.09523809523809523,0.047619047619047616,0.0,0.022222222222222223,0.8349206349206348
0.21666666666666667,1.0,1,0.75,0,0,0,1,0,0,0,0.14285714285714285,0.047619047619047616,0.0,0.0,0.8095238095238094
0.85,0.9119999999999999,1,1.0,0,0,1,0,0,0,0,0.23809523809523808,0.09523809523809523,0.044444444444444446,0.07777777777777778,0.5444444444444444
0.9,1.0,0,1.0,1,0,0,0,0,0,0,0.09523809523809523,0.047619047619047616,0.0,0.0,0.8571428571428571
1.0,0.198,1,0.5,0,1,0,0,0,0,1,0.09523809523809523,0.09523809523809523,0.044444444444444446,0.06666666666666667,0.6984126984126985
1.0,0.686,1,1.0,0,0,1,0,0,0,1,0.47619047619047616,0.47619047619047616,0.0,0.0,0.047619047619047686
0.48333333333333334,0.128,0,0.25,0,0,1,0,0,0,1,0.14285714285714285,0.0,0.011111111111111112,0.08888888888888889,0.7571428571428571
1.0,0.248,1,1.0,0,0,1,0,0,0,1,0.14285714285714285,0.0,0.0,0.011111111111111112,0.846031746031746
0.9,0.11399999999999999,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
0.2,1.0,0,1.0,1,0,0,0,0,0,0,0.3333333333333333,0.0,0.022222222222222223,0.0,0.6444444444444445
0.05,0.076,0,0.5,0,1,0,0,0,0,0,0.2857142857142857,0.2857142857142857,0.011111111111111112,0.16666666666666666,0.2507936507936507
0.5833333333333334,0.134,0,0.25,0,0,0,0,0,0,1,0.14285714285714285,0.14285714285714285,0.0,0.022222222222222223,0.6920634920634919
0.9666666666666667,0.20400000000000001,0,0.5,0,1,0,0,0,0,1,0.09523809523809523,0.0,0.0,0.0,0.9047619047619048
0.5,0.9480000000000001,0,1.0,0,0,0,1,0,0,1,0.19047619047619047,0.047619047619047616,0.0,0.0,0.7619047619047619
0.35,0.244,0,0.75,0,1,0,0,0,0,1,0.19047619047619047,0.14285714285714285,0.03333333333333333,0.0,0.6333333333333333
0.3,0.704,0,0.75,0,0,1,0,0,1,0,0.09523809523809523,0.0,0.044444444444444446,0.0,0.8603174603174604
0.5333333333333333,0.986,1,0.75,0,0,1,0,0,0,0,0.19047619047619047,0.0,0.044444444444444446,0.0,0.7650793650793651
0.4166666666666667,0.072,1,0.5,0,1,0,0,0,0,0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.7142857142857142
0.4666666666666667,0.308,0,0.75,0,1,0,0,0,1,0,0.0,0.0,0.0,0.18888888888888888,0.8111111111111111
0.31666666666666665,0.16799999999999998,1,0.5,0,1,0,0,0,0,0,0.0,0.0,0.022222222222222223,0.05555555555555555,0.9222222222222223
0.25,0.606,0,0.75,0,1,0,0,0,0,0,0.3333333333333333,0.047619047619047616,0.0,0.0,0.6190476190476191
0.06666666666666667,0.20800000000000002,0,1.0,0,1,0,0,0,1,0,0.38095238095238093,0.14285714285714285,0.0,0.0,0.4761904761904762
0.95,0.304,1,0.75,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,1.0
0.48333333333333334,0.662,0,0.75,0,1,0,0,0,0,0,0.14285714285714285,0.047619047619047616,0.08888888888888889,0.044444444444444446,0.6761904761904761
0.65,1.0,0,0.25,0,0,0,0,0,0,0,0.23809523809523808,0.0,0.13333333333333333,0.0,0.6285714285714286
0.0,0.09,0,0.75,0,0,0,1,0,1,0,0.09523809523809523,0.047619047619047616,0.011111111111111112,0.011111111111111112,0.8349206349206348
0.8666666666666667,1.0,1,0.5,0,1,0,0,0,0,1,0.047619047619047616,0.047619047619047616,0.0,0.03333333333333333,0.8714285714285713
0.26666666666666666,0.26,0,0.75,0,1,0,0,0,1,0,0.23809523809523808,0.23809523809523808,0.0,0.0,0.5238095238095237
0.3,0.458,0,0.25,0,0,0,1,0,0,0,0.47619047619047616,0.09523809523809523,0.044444444444444446,0.0,0.3841269841269842
0.16666666666666666,0.282,0,0.75,0,0,0,1,0,0,1,0.047619047619047616,0.047619047619047616,0.011111111111111112,0.0,0.8936507936507935
0.75,0.534,0,0.5,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0
0.43333333333333335,1.0,0,1.0,0,0,1,0,0,0,1,0.19047619047619047,0.14285714285714285,0.022222222222222223,0.03333333333333333,0.6111111111111112
0.4666666666666667,1.0,1,0.75,0,0,0,1,0,0,0,0.47619047619047616,0.14285714285714285,0.022222222222222223,0.011111111111111112,0.34761904761904766
0.5333333333333333,0.016,0,0.5,1,0,0,0,0,0,1,0.14285714285714285,0.0,0.13333333333333333,0.0,0.7238095238095238
0.5666666666666667,0.45,0,0.5,0,0,0,0,0,1,0,0.09523809523809523,0.09523809523809523,0.022222222222222223,0.0,0.7873015873015874
1.0,0.568,1,0.75,0,0,1,0,0,0,0,0.047619047619047616,0.047619047619047616,0.044444444444444446,0.3333333333333333,0.5269841269841269
0.4,0.33199999999999996,0,0.75,0,0,1,0,0,0,1,0.3333333333333333,0.23809523809523808,0.011111111111111112,0.1111111111111111,0.3063492063492063
0.03333333333333333,1.0,0,0.75,0,1,0,0,0,1,0,0.47619047619047616,0.2857142857142857,0.0,0.022222222222222223,0.21587301587301588
0.5833333333333334,0.3,0,0.5,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
0.6,0.438,0,0.5,0,0,0,0,0,0,0,0.0,0.0,0.011111111111111112,0.0,0.9888888888888889
0.05,0.08199999999999999,1,0.75,0,0,0,1,0,1,0,0.09523809523809523,0.047619047619047616,0.0,0.0,0.8571428571428571
0.25,0.236,0,0.75,0,0,1,0,0,0,0,0.09523809523809523,0.09523809523809523,0.011111111111111112,0.011111111111111112,0.7873015873015874
0.7666666666666667,1.0,0,1.0,1,0,0,0,0,0,0,0.23809523809523808,0.0,0.0,0.1111111111111111,0.6507936507936508
0.18333333333333332,1.0,0,1.0,0,0,1,0,0,0,0,0.38095238095238093,0.09523809523809523,0.0,0.0,0.5238095238095238
1.0,0.154,1,0.75,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,1.0
0.016666666666666666,0.858,0,0.75,0,0,1,0,0,1,0,0.23809523809523808,0.14285714285714285,0.044444444444444446,0.0,0.5746031746031746
0.43333333333333335,0.62,0,1.0,0,0,1,0,0,0,0,0.42857142857142855,0.09523809523809523,0.011111111111111112,0.022222222222222223,0.4428571428571429
0.18333333333333332,0.48600000000000004,1,1.0,1,0,0,0,0,0,0,0.19047619047619047,0.0,0.0,0.0,0.8095238095238095
0.4166666666666667,0.16599999999999998,1,0.5,0,0,0,0,0,0,0,0.047619047619047616,0.047619047619047616,0.022222222222222223,0.05555555555555555,0.8269841269841268
0.6666666666666666,0.02,1,0.0,0,1,0,0,0,0,1,0.047619047619047616,0.047619047619047616,0.0,0.0,0.9047619047619047
0.8166666666666667,0.314,0,1.0,0,0,1,0,0,0,1,0.14285714285714285,0.0,0.0,0.044444444444444446,0.8126984126984127
0.35,0.236,0,1.0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0
0.7166666666666667,1.0,1,0.75,0,0,1,0,0,0,0,0.23809523809523808,0.09523809523809523,0.044444444444444446,0.13333333333333333,0.4888888888888889
0.7166666666666667,0.43200000000000005,1,0.5,0,0,1,0,0,0,0,0.14285714285714285,0.047619047619047616,0.022222222222222223,0.022222222222222223,0.7650793650793649
0.5833333333333334,0.9480000000000001,0,0.75,0,0,1,0,0,0,0,0.2857142857142857,0.09523809523809523,0.1111111111111111,0.022222222222222223,0.48571428571428565
0.5666666666666667,1.0,1,1.0,0,0,0,1,0,0,0,0.23809523809523808,0.14285714285714285,0.03333333333333333,0.0,0.5857142857142856
0.7666666666666667,0.45999999999999996,0,0.0,0,0,0,0,0,0,1,0.23809523809523808,0.0,0.0,0.0,0.7619047619047619
0.18333333333333332,1.0,0,0.75,0,0,1,0,0,0,0,0.14285714285714285,0.09523809523809523,0.022222222222222223,0.022222222222222223,0.7174603174603175
0.15,0.6900000000000001,1,1.0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
0.45,0.308,1,0.25,0,1,0,0,0,0,0,0.14285714285714285,0.047619047619047616,0.03333333333333333,0.011111111111111112,0.7650793650793649
0.7333333333333333,0.182,0,0.75,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
0.16666666666666666,0.404,1,1.0,0,0,0,1,0,0,0,0.14285714285714285,0.0,0.0,0.0,0.8571428571428571
0.21666666666666667,1.0,0,1.0,0,1,0,0,0,0,0,0.14285714285714285,0.0,0.011111111111111112,0.0,0.846031746031746
0.08333333333333333,0.02,1,0.75,0,0,0,1,0,1,0,0.23809523809523808,0.23809523809523808,0.0,0.022222222222222223,0.5015873015873016
0.6666666666666666,0.196,0,0.5,0,1,0,0,0,0,0,0.14285714285714285,0.047619047619047616,0.044444444444444446,0.05555555555555555,0.7095238095238094
0.6166666666666667,0.172,1,0.25,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0
0.8333333333333334,0.32,0,0.25,0,1,0,0,0,0,1,0.047619047619047616,0.047619047619047616,0.08888888888888889,0.0,0.8158730158730158
0.05,0.358,1,0.75,1,0,0,0,0,1,0,0.09523809523809523,0.09523809523809523,0.05555555555555555,0.0,0.7539682539682541
0.2,0.404,0,0.5,0,0,0,0,0,0,0,0.09523809523809523,0.047619047619047616,0.0,0.0,0.8571428571428571
0.55,0.9560000000000001,0,1.0,0,1,0,0,0,0,1,0.3333333333333333,0.23809523809523808,0.0,0.011111111111111112,0.4174603174603174
0.8666666666666667,0.188,0,0.5,0,0,1,0,0,0,1,0.23809523809523808,0.19047619047619047,0.06666666666666667,0.0,0.5047619047619047
0.9666666666666667,0.22200000000000003,0,0.25,0,0,1,0,0,0,0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.9047619047619047
0.9166666666666666,0.9119999999999999,1,0.75,0,0,1,0,0,0,1,0.09523809523809523,0.0,0.0,0.0,0.9047619047619048
0.6166666666666667,0.098,1,0.75,0,0,0,0,1,1,0,0.19047619047619047,0.19047619047619047,0.1111111111111111,0.03333333333333333,0.4746031746031747
0.3,0.248,0,0.75,0,0,1,0,0,0,0,0.14285714285714285,0.0,0.0,0.044444444444444446,0.8126984126984127
0.8666666666666667,0.924,1,1.0,0,0,1,0,0,0,0,0.14285714285714285,0.047619047619047616,0.0,0.022222222222222223,0.7873015873015872
0.8166666666666667,1.0,0,1.0,0,0,1,0,0,0,0,0.09523809523809523,0.09523809523809523,0.022222222222222223,0.022222222222222223,0.7650793650793651
0.65,1.0,1,1.0,0,0,1,0,0,0,0,0.3333333333333333,0.0,0.05555555555555555,0.011111111111111112,0.6
0.23333333333333334,1.0,1,1.0,0,0,0,1,0,1,0,0.0,0.0,0.08888888888888889,0.0,0.9111111111111111
0.6833333333333333,0.348,1,0.5,0,0,1,0,0,1,0,0.047619047619047616,0.047619047619047616,0.0,0.23333333333333334,0.6714285714285713
1.0,0.51,0,0.5,0,0,1,0,0,0,0,0.3333333333333333,0.3333333333333333,0.022222222222222223,0.022222222222222223,0.28888888888888886
1.0,0.9480000000000001,0,0.5,0,0,1,0,0,0,1,0.047619047619047616,0.0,0.044444444444444446,0.0,0.9079365079365078
0.6333333333333333,0.784,0,0.5,0,1,0,0,0,0,0,0.09523809523809523,0.047619047619047616,0.022222222222222223,0.0,0.8349206349206348
0.0,0.292,0,0.75,0,1,0,0,0,1,0,0.23809523809523808,0.23809523809523808,0.0,0.06666666666666667,0.4571428571428571
0.26666666666666666,0.20800000000000002,1,0.5,0,1,0,0,0,1,0,0.14285714285714285,0.047619047619047616,0.0,0.03333333333333333,0.7761904761904761
0.6666666666666666,0.062,0,0.5,0,1,0,0,0,0,1,0.23809523809523808,0.23809523809523808,0.0,0.0,0.5238095238095237
0.03333333333333333,0.316,0,0.75,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
0.7833333333333333,1.0,0,1.0,0,0,1,0,0,0,1,0.0,0.0,0.044444444444444446,0.0,0.9555555555555556
1.0,1.0,1,0.75,0,1,0,0,0,0,0,0.047619047619047616,0.0,0.011111111111111112,0.0,0.9412698412698413
0.1,0.73,0,1.0,0,0,0,1,0,1,0,0.23809523809523808,0.14285714285714285,0.03333333333333333,0.0,0.5857142857142856
0.5666666666666667,1.0,1,1.0,1,0,0,0,0,0,0,0.3333333333333333,0.047619047619047616,0.0,0.0,0.6190476190476191
0.65,0.738,0,1.0,0,0,1,0,0,0,0,0.0,0.0,0.03333333333333333,0.0,0.9666666666666667
1.0,0.39,1,1.0,0,0,1,0,0,0,0,0.14285714285714285,0.0,0.0,0.044444444444444446,0.8126984126984127
0.7166666666666667,0.678,1,1.0,1,0,0,0,0,0,0,0.23809523809523808,0.09523809523809523,0.0,0.0,0.6666666666666666
0.23333333333333334,1.0,1,1.0,0,1,0,0,0,0,0,0.14285714285714285,0.0,0.0,0.022222222222222223,0.8349206349206348
0.3333333333333333,0.20600000000000002,1,0.5,0,0,1,0,0,0,0,0.3333333333333333,0.3333333333333333,0.0,0.23333333333333334,0.1
0.6833333333333333,0.248,0,0.75,0,0,0,1,0,0,0,0.09523809523809523,0.047619047619047616,0.022222222222222223,0.022222222222222223,0.8126984126984127
0.35,1.0,1,0.75,0,1,0,0,0,0,0,0.14285714285714285,0.14285714285714285,0.011111111111111112,0.0,0.7031746031746031
0.1,0.02,0,0.75,0,1,0,0,0,0,0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.9047619047619047
0.16666666666666666,0.364,1,0.25,0,0,1,0,0,0,0,0.09523809523809523,0.0,0.0,0.03333333333333333,0.8714285714285714
0.8666666666666667,0.796,1,0.75,0,0,1,0,0,0,0,0.047619047619047616,0.0,0.0,0.0,0.9523809523809523
1.0,0.238,1,0.75,0,0,0,0,0,0,0,0.09523809523809523,0.09523809523809523,0.0,0.022222222222222223,0.7873015873015874
0.05,0.46399999999999997,0,0.75,0,0,0,0,1,0,0,0.14285714285714285,0.14285714285714285,0.011111111111111112,0.16666666666666666,0.5365079365079364
0.35,1.0,1,1.0,0,0,0,1,0,0,0,0.19047619047619047,0.09523809523809523,0.0,0.044444444444444446,0.6698412698412699
0.36666666666666664,0.528,0,0.75,0,0,1,0,0,0,1,0.14285714285714285,0.09523809523809523,0.011111111111111112,0.13333333333333333,0.6174603174603175
0.55,0.93,0,1.0,0,1,0,0,0,0,1,0.09523809523809523,0.047619047619047616,0.0,0.0,0.8571428571428571
0.05,0.288,1,0.5,0,0,0,1,0,1,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333
0.31666666666666665,0.294,0,0.5,0,0,0,0,0,0,0,0.3333333333333333,0.0,0.022222222222222223,0.05555555555555555,0.5888888888888889
1.0,0.348,0,1.0,0,0,1,0,0,0,1,0.09523809523809523,0.09523809523809523,0.044444444444444446,0.05555555555555555,0.7095238095238096
0.9666666666666667,0.61,0,0.5,0,0,1,0,0,0,1,0.09523809523809523,0.047619047619047616,0.0,0.1111111111111111,0.7460317460317459
0.23333333333333334,0.32,1,1.0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,1.0
0.4,0.85,0,1.0,1,0,0,0,0,0,0,0.14285714285714285,0.0,0.0,0.0,0.8571428571428571
0.8333333333333334,0.532,0,0.75,0,0,1,0,0,0,0,0.09523809523809523,0.0,0.08888888888888889,0.0,0.8158730158730159
0.38333333333333336,0.20400000000000001,0,0.5,0,0,1,0,0,0,0,0.09523809523809523,0.09523809523809523,0.0,0.2222222222222222,0.5873015873015873
0.3,0.018,0,0.0,0,0,1,0,0,0,1,0.09523809523809523,0.047619047619047616,0.03333333333333333,0.0,0.8238095238095238
0.6833333333333333,0.184,1,0.75,0,1,0,0,0,0,1,0.0,0.0,0.0,0.03333333333333333,0.9666666666666667
0.6,0.236,0,0.75,0,0,0,0,1,0,1,0.047619047619047616,0.047619047619047616,0.0,0.0,0.9047619047619047
0.5666666666666667,0.186,1,0.5,0,0,0,0,1,0,0,0.0,0.0,0.03333333333333333,0.022222222222222223,0.9444444444444444
0.8333333333333334,0.33799999999999997,1,0.5,0,0,0,1,0,0,0,0.047619047619047616,0.0,0.0,0.0,0.9523809523809523
0.7333333333333333,0.118,0,1.0,0,0,0,1,0,1,0,0.09523809523809523,0.09523809523809523,0.011111111111111112,0.08888888888888889,0.7095238095238096
0.8666666666666667,0.97,1,0.75,0,1,0,0,0,0,0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.7142857142857142
0.6666666666666666,1.0,1,0.75,0,1,0,0,0,0,1,0.047619047619047616,0.0,0.08888888888888889,0.0,0.8634920634920634
0.5833333333333334,1.0,0,1.0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
0.6666666666666666,0.6639999999999999,1,0.5,0,1,0,0,0,0,1,0.09523809523809523,0.0,0.08888888888888889,0.0,0.8158730158730159
0.7666666666666667,1.0,0,1.0,0,0,1,0,0,0,0,0.0,0.0,0.011111111111111112,0.0,0.9888888888888889
0.016666666666666666,0.294,1,0.75,1,0,0,0,0,1,0,0.14285714285714285,0.09523809523809523,0.03333333333333333,0.0,0.7285714285714285
0.7666666666666667,1.0,1,0.5,0,0,1,0,0,0,0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666
0.75,1.0,1,0.75,0,1,0,0,0,0,0,0.19047619047619047,0.047619047619047616,0.0,0.0,0.7619047619047619
0.9,0.692,0,0.5,0,0,0,0,1,0,1,0.047619047619047616,0.0,0.0,0.03333333333333333,0.919047619047619
0.5833333333333334,0.124,0,0.25,0,1,0,0,0,1,0,0.0,0.0,0.011111111111111112,0.0,0.9888888888888889
0.6166666666666667,0.27799999999999997,1,0.0,0,0,0,0,0,0,0,0.09523809523809523,0.047619047619047616,0.0,0.0,0.8571428571428571
0.11666666666666667,0.346,1,0.5,0,1,0,0,0,0,0,0.2857142857142857,0.2857142857142857,0.011111111111111112,0.0,0.41746031746031736
0.55,1.0,0,1.0,0,1,0,0,0,0,0,0.09523809523809523,0.0,0.022222222222222223,0.011111111111111112,0.8714285714285714
0.4166666666666667,0.8640000000000001,1,1.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
0.7333333333333333,0.248,0,0.75,0,0,1,0,0,0,0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.9047619047619047
0.6,0.144,0,0.5,0,1,0,0,0,1,0,0.23809523809523808,0.0,0.0,0.0,0.7619047619047619
0.3333333333333333,0.636,1,0.25,0,0,1,0,0,0,0,0.3333333333333333,0.09523809523809523,0.0,0.0,0.5714285714285714
0.4666666666666667,1.0,1,1.0,0,0,0,0,1,0,0,0.14285714285714285,0.14285714285714285,0.044444444444444446,0.0,0.6698412698412698
0.35,0.10200000000000001,1,0.0,0,0,0,1,0,0,0,0.14285714285714285,0.047619047619047616,0.0,0.0,0.8095238095238094
1.0,0.292,0,0.5,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,1.0
0.5333333333333333,0.20400000000000001,1,0.5,0,0,0,0,0,0,0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.9047619047619047
1.0,0.22999999999999998,1,0.25,0,0,1,0,0,0,1,0.047619047619047616,0.047619047619047616,0.044444444444444446,0.011111111111111112,0.8492063492063491
0.16666666666666666,1.0,1,1.0,1,0,0,0,0,0,0,0.09523809523809523,0.0,0.0,0.0,0.9047619047619048
0.3333333333333333,0.064,0,0.75,0,1,0,0,0,1,0,0.09523809523809523,0.0,0.011111111111111112,0.0,0.8936507936507937
0.5666666666666667,0.6599999999999999,0,1.0,0,0,0,1,0,0,0,0.2857142857142857,0.14285714285714285,0.011111111111111112,0.07777777777777778,0.4825396825396824
0.6833333333333333,0.48600000000000004,1,0.75,0,1,0,0,0,0,0,0.14285714285714285,0.09523809523809523,0.0,0.0,0.7619047619047619
0.7166666666666667,0.986,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
0.4666666666666667,0.962,0,0.5,0,0,1,0,0,0,0,0.3333333333333333,0.0,0.05555555555555555,0.0,0.6111111111111112
0.6166666666666667,1.0,0,0.75,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0
0.43333333333333335,0.40599999999999997,1,0.75,0,0,1,0,0,1,0,0.23809523809523808,0.23809523809523808,0.2222222222222222,0.1111111111111111,0.19047619047619044
0.11666666666666667,0.42800000000000005,1,0.75,0,0,1,0,0,0,0,0.14285714285714285,0.14285714285714285,0.0,0.1111111111111111,0.603174603174603
1.0,0.296,1,0.75,0,0,1,0,0,0,0,0.0,0.0,0.022222222222222223,0.0,0.9777777777777777
0.2,0.686,0,1.0,0,0,1,0,0,1,0,0.09523809523809523,0.0,0.1111111111111111,0.0,0.7936507936507937
0.9,0.358,1,0.75,0,0,1,0,0,0,0,0.14285714285714285,0.14285714285714285,0.0,0.03333333333333333,0.6809523809523809
0.15,0.24,0,0.75,0,0,1,0,0,0,0,0.14285714285714285,0.14285714285714285,0.0,0.18888888888888888,0.5253968253968253
0.4166666666666667,0.532,1,0.5,0,1,0,0,0,0,0,0.0,0.0,0.0,0.022222222222222223,0.9777777777777777
1.0,0.4,1,0.5,0,1,0,0,0,0,1,0.14285714285714285,0.14285714285714285,0.0,0.05555555555555555,0.6587301587301586
0.75,0.172,1,0.5,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0
0.3,0.268,0,0.25,0,0,0,0,1,0,0,0.14285714285714285,0.047619047619047616,0.022222222222222223,0.022222222222222223,0.7650793650793649
0.35,0.734,0,0.75,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0
0.0,0.098,0,0.75,0,0,0,0,0,0,0,0.09523809523809523,0.09523809523809523,0.0,0.0,0.8095238095238095
0.21666666666666667,0.828,1,0.5,0,0,1,0,0,0,0,0.09523809523809523,0.09523809523809523,0.022222222222222223,0.0,0.7873015873015874
0.25,0.316,0,0.75,0,0,1,0,0,0,0,0.047619047619047616,0.047619047619047616,0.0,0.022222222222222223,0.8825396825396824
0.4166666666666667,0.32799999999999996,1,0.5,0,0,1,0,0,0,0,0.14285714285714285,0.09523809523809523,0.0,0.022222222222222223,0.7396825396825396
0.2833333333333333,0.272,0,0.25,0,0,0,0,0,0,0,0.09523809523809523,0.09523809523809523,0.0,0.0,0.8095238095238095
0.1,0.292,1,0.25,0,0,0,0,0,0,0,0.0,0.0,0.022222222222222223,0.011111111111111112,0.9666666666666667
1.0,0.356,1,0.0,0,0,0,0,0,0,0,0.19047619047619047,0.09523809523809523,0.0,0.0,0.7142857142857143
0.0,0.146,0,0.75,0,1,0,0,0,1,0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.7142857142857142
0.45,0.33199999999999996,0,0.5,0,0,1,0,0,0,1,0.14285714285714285,0.09523809523809523,0.1111111111111111,0.0,0.6507936507936508
0.7166666666666667,0.118,1,0.5,0,1,0,0,0,0,1,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334
0.23333333333333334,0.174,0,0.75,1,0,0,0,0,0,0,0.09523809523809523,0.0,0.0,0.0,0.9047619047619048
0.36666666666666664,0.266,0,0.5,0,1,0,0,0,0,0,0.23809523809523808,0.0,0.0,0.0,0.7619047619047619
0.6666666666666666,0.9960000000000001,1,1.0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
0.6833333333333333,0.182,0,1.0,0,0,0,1,0,0,0,0.3333333333333333,0.09523809523809523,0.011111111111111112,0.0,0.5603174603174603
0.4,1.0,0,1.0,0,0,1,0,0,1,0,0.14285714285714285,0.09523809523809523,0.011111111111111112,0.0,0.7507936507936508
0.3,1.0,1,1.0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.1111111111111111,0.8888888888888888
0.7166666666666667,0.27799999999999997,1,0.25,0,0,0,1,0,0,1,0.09523809523809523,0.0,0.08888888888888889,0.0,0.8158730158730159
0.95,0.324,1,0.5,0,0,1,0,0,0,1,0.09523809523809523,0.09523809523809523,0.0,0.0,0.8095238095238095
0.45,0.126,1,0.75,0,0,1,0,0,0,0,0.047619047619047616,0.0,0.011111111111111112,0.0,0.9412698412698413
0.65,1.0,1,0.75,0,0,1,0,0,0,0,0.14285714285714285,0.0,0.011111111111111112,0.011111111111111112,0.8349206349206348
0.21666666666666667,0.094,0,0.75,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
0.95,0.21600000000000003,1,1.0,0,0,1,0,0,0,1,0.047619047619047616,0.0,0.0,0.0,0.9523809523809523
0.95,1.0,1,1.0,1,0,0,0,0,0,0,0.047619047619047616,0.0,0.03333333333333333,0.0,0.919047619047619
0.15,0.5980000000000001,1,0.75,0,1,0,0,0,0,0,0.47619047619047616,0.47619047619047616,0.0,0.0,0.047619047619047686
0.2,0.422,1,0.25,0,1,0,0,0,1,0,0.23809523809523808,0.09523809523809523,0.05555555555555555,0.05555555555555555,0.5555555555555556
0.65,0.198,1,0.5,0,0,1,0,0,0,1,0.0,0.0,0.0,0.1111111111111111,0.8888888888888888
0.9833333333333333,0.024,0,0.25,0,1,0,0,0,0,1,0.047619047619047616,0.0,0.0,0.0,0.9523809523809523
0.5833333333333334,0.554,0,0.5,0,1,0,0,0,0,1,0.047619047619047616,0.047619047619047616,0.0,0.0,0.9047619047619047
0.15,0.52,1,0.5,0,1,0,0,0,0,0,0.6666666666666666,0.19047619047619047,0.0,0.0,0.14285714285714285
0.9,0.9279999999999999,0,0.75,0,0,1,0,0,0,0,0.19047619047619047,0.0,0.022222222222222223,0.2222222222222222,0.5650793650793651
0.5333333333333333,1.0,0,1.0,0,0,1,0,0,0,0,0.14285714285714285,0.09523809523809523,0.0,0.0,0.7619047619047619
0.95,0.172,0,0.0,0,0,0,1,0,0,0,0.047619047619047616,0.047619047619047616,0.0,0.044444444444444446,0.8603174603174601
